Paper_ID,Observation_ID ,Author,Year,Title,Journal,DOI,URL,Language,Database,Latitude,Longitude,Country,Taxa_level,Order,Family,Genus ,Binomial,Life_history_stage,Experimental_year_start,Experimental_year_end,Biodiversity_metric,Unit,IUCN_threat_category_1,IUCN_threat_category_2,IUCN_threat_category_3,Treatment,Treatment_quantity,Treatment_quantity_unit,Control,Control_quantity,Control_quantity_unit,Extracted_from,Evidence_type,Effect_size,Effect_size_type,Sample_variance,Sample_variance_type,Aggregated,Contributor_name,Search_date,Notes
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hymenoptera,Diprionidae,Diprion,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-0.599619056,LogRR,0.344806566,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hymenoptera,Encyrtidae,NA,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.48625889,LogRR,0.263038719,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hymenoptera,Eulophidae,Tetrastichus,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-0.835228624,LogRR,0.122237331,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hymenoptera,Eupelmidae,NA,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-0.674811838,LogRR,0.168204017,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hymenoptera,Formicidae,Leptothorax,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-0.78269443,LogRR,0.163847714,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hymenoptera,Formicidae,Monomorium,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-0.011497438,LogRR,1.228293688,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hymenoptera,Formicidae,Myrmica,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-1.080276946,LogRR,0.168204017,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hymenoptera,Formicidae,Neoformica,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,1.432700688,LogRR,0.642644905,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hymenoptera,Formicidae,Paratrechina,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.643912041,LogRR,0.93175303,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hymenoptera,Formicidae,Proformica,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-0.818568245,LogRR,1.476906735,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hymenoptera,Formicidae,Tapinoma,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-0.901716345,LogRR,0.205898226,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hymenoptera,Ichneumonidae,NA,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-0.806688372,LogRR,0.124784836,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hymenoptera,Platygasteridae,NA,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-1.275617462,LogRR,0.15048223,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hymenoptera,Pteromalidae,NA,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-1.046143571,LogRR,0.286145439,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hymenoptera,Cephidae,Cephus,,,2000,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.184973719,LogRR,0.091748142,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hymenoptera,Dryinidae,Bocchus,,,2000,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.018335342,LogRR,0.168204017,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hymenoptera,Encyrtidae,NA,,,2000,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-0.707586005,LogRR,0.147406056,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hymenoptera,Eulophidae,Tetrastichus,,,2000,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-0.889763309,LogRR,0.3047802,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hymenoptera,Eupelmidae,NA,,,2000,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-0.424992661,LogRR,0.202794756,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hymenoptera,Formicidae,Leptothorax,,,2000,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.587367471,LogRR,0.124330938,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hymenoptera,Formicidae,Monomorium,,,2000,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-0.060409744,LogRR,0.139088887,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hymenoptera,Formicidae,Neoformica,,,2000,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.018335342,LogRR,0.168204017,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hymenoptera,Formicidae,Paratrechina,,,2000,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.293170288,LogRR,0.413843131,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hymenoptera,Formicidae,Proformica,,,2000,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-0.869966434,LogRR,0.1180476,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hymenoptera,Formicidae,Tapinoma,,,2000,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-2.620721987,LogRR,0.168204017,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hymenoptera,Platygasteridae,NA,,,2000,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.108670251,LogRR,0.311049576,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hymenoptera,Pteromalidae,NA,,,2000,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-0.411968879,LogRR,0.222213345,,,Joe,,
Pringle_et_al_2017,,,2017,,,,,,,42.46666667,-84,USA,,Hymenoptera,Formicidae,NA,,,2014,2014,Abundance,Individuals/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,9.39179039,kg/ha/yr,No N addition,0,kg/ha/yr,Nessel_et_al_2021 database (from authors),,-0.471052239,LogRR,0.553124135,,,Joe,,
Pringle_et_al_2017,,,2017,,,,,,,42.46666667,-84,USA,,Hymenoptera,Formicidae,NA,,,2014,2014,Abundance,Individuals/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,9.39179039,kg/ha/yr,No N addition,0,kg/ha/yr,Nessel_et_al_2021 database (from authors),,-0.404752307,LogRR,0.254257673,,,Joe,,
Bujan_et_al_2019,,,2019,,,,,,,9.1,-79.83,Panama,,Hymenoptera,Formicidae,Azteca,,,1988,2015,Abundance,Nests/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,Coated urea,2.822628021,kg/ha/yr,No N addition,0,kg/ha/yr,Text,,-1.418133467,LogRR,0.206404262,,,Joe,,"Only N, treatment"
Bujan_et_al_2019,,,2019,,,,,,,9.1,-79.83,Panama,,Hymenoptera,Formicidae,Azteca,,,1988,2015,Abundance,Nests/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,Coated urea,2.822628021,kg/ha/yr,No N addition,0,kg/ha/yr,Text,,-0.628374472,LogRR,0.054330452,,,Joe,,Any N treatment
Lind_et_al_2017,,,2017,,,,,,,36.02089332,-78.98287064,USA,,Hymenoptera,Formicidae,NA,,,2007,2009,Abundance,Individuals/m2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,(NH2)2CO,9.072031975,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Each sampling site, year, and years of treatment is a study and sample size is the number of plots.",,-0.24725696,LogRR,0.149954556,,,Joe,,
Lind_et_al_2017,,,2017,,,,,,,36.02089332,-78.98287064,USA,,Hymenoptera,NA,NA,,,2007,2009,Abundance,Individuals/m2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,(NH2)2CO,9.072031975,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Each sampling site, year, and years of treatment is a study and sample size is the number of plots.",,-0.674811838,LogRR,0.168204017,,,Joe,,
Lind_et_al_2017,,,2017,,,,,,,-37.74485458,-57.42682844,Argentina,,Hymenoptera,Formicidae,NA,,,2011,2012,Abundance,Individuals/m2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,(NH2)2CO,3.09992671,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Each sampling site, year, and years of treatment is a study and sample size is the number of plots.",,-0.259118003,LogRR,0.073079273,,,Joe,,
Lind_et_al_2017,,,2017,,,,,,,-37.74485458,-57.42682844,Argentina,,Hymenoptera,NA,NA,,,2011,2012,Abundance,Individuals/m2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,(NH2)2CO,3.09992671,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Each sampling site, year, and years of treatment is a study and sample size is the number of plots.",,-1.115471601,LogRR,0.17078055,,,Joe,,
Davidson_et_al_2004,,,2004,,,,,,,-2.9833,-47.51667,Brazil,,Hymenoptera,NA,NA,,,2000,2000,Abundance,individuals/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH2CONH2,5.051941872,kg/ha/yr,No N addition,0,kg/ha/yr,Table 9,,0.273888889,LogRR,2.059591289,,,Joe,,Hymenoptera excluding all ants; pH was measured at 2.5 cm depth
Davidson_et_al_2004,,,2004,,,,,,,-2.9833,-47.51667,Brazil,,Hymenoptera,Formicidae,NA,,,2000,2000,Abundance,individuals/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH2CONH2,5.051941872,kg/ha/yr,No N addition,0,kg/ha/yr,Table 9,,0.206170586,LogRR,0.012984137,,,Joe,,pH was measured at 2.5 cm depth
Davidson_et_al_2004,,,2004,,,,,,,-2.9833,-47.51667,Brazil,,Hymenoptera,NA,NA,,,2000,2001,Abundance,individuals/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH2CONH2,5.051941872,kg/ha/yr,No N addition,0,kg/ha/yr,Table 9,,-2.170637248,LogRR,1.536513615,,,Joe,,Hymenoptera excluding all ants; pH was measured at 2.5 cm depth
Davidson_et_al_2004,,,2004,,,,,,,-2.9833,-47.51667,Brazil,,Hymenoptera,Formicidae,NA,,,2000,2001,Abundance,individuals/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH2CONH2,5.051941872,kg/ha/yr,No N addition,0,kg/ha/yr,Table 9,,-0.044907516,LogRR,0.070580823,,,Joe,,pH was measured at 2.5 cm depth
Lee_et_al_2014,,,2014,,,,,,,51.41023859,-0.638516685,UK,,Hymenoptera,NA,NA,,,2009,2011,Abundance,Individuals/m2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,10.96050167,kg/ha/yr,No N addition,0,kg/ha/yr,Figure 4,,-0.565201033,LogRR,0.064559438,,,Joe,,
Dittrich_and_Helden_2012,,,2012,,,,,,,52.1552,0.170606,UK,,Hymenoptera,NA,NA,,,2009,2009,Abundance,individuals/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,(NH4)2SO4,10.96050167,kg/ha/yr,No N addition,0,kg/ha/yr,Nessel_et_al_2021 database (from authors),,1.063994611,LogRR,0.055928474,,,Joe,,
Banaszak-Cibicka_et_al_2019,,,2019,,,,,,,52.438333,16.294444,Poland,,Hymenoptera,Apidae,Bombus,,,2015,2015,Abundance,Number of visits/observation,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,manure,12.71913624,kg/ha/yr,No N addition,0,kg/ha/yr,Figure 1,,0.405805894,LogRR,0.040060982,,,Joe,,
Banaszak-Cibicka_et_al_2019,,,2019,,,,,,,52.438333,16.294444,Poland,,Hymenoptera,Apidae,Bombus,,,2015,2015,Abundance,Number of visits/observation,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,12.71913624,kg/ha/yr,No N addition,0,kg/ha/yr,Figure 1,,-0.534283832,LogRR,0.081210881,,,Joe,,
Veromann_et_al_2013,,,2013,,,,,,,58.76694,26.4075,Estonia,,Hymenoptera,Ichneumonidea,NA,,,2008,2008,Abundance,Individuals/plant,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,7.270140171,kg/ha/yr,No N addition,0,kg/ha/yr,Figure 1a,,0.255255421,LogRR,0.013196199,,,Joe,,
Veromann_et_al_2013,,,2013,,,,,,,58.76694,26.4075,Estonia,,Hymenoptera,Ichneumonidea,NA,,,2008,2008,Abundance,Individuals/plant,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,7.270140171,kg/ha/yr,No N addition,0,kg/ha/yr,Figure 1a,,-0.594485649,LogRR,0.071194649,,,Joe,,
Veromann_et_al_2013,,,2013,,,,,,,58.76694,26.4075,Estonia,,Hymenoptera,Ichneumonidea,NA,,,2008,2008,Abundance,Individuals/plant,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,7.270140171,kg/ha/yr,No N addition,0,kg/ha/yr,Figure 1a,,0.256037037,LogRR,0.014768817,,,Joe,,
Veromann_et_al_2013,,,2013,,,,,,,58.76694,26.4075,Estonia,,Hymenoptera,Ichneumonidea,NA,,,2008,2008,Abundance,Individuals/plant,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,7.270140171,kg/ha/yr,No N addition,0,kg/ha/yr,Figure 1a,,0.5696334,LogRR,0.009991508,,,Joe,,
Veromann_et_al_2013,,,2013,,,,,,,58.76694,26.4075,Estonia,,Hymenoptera,Ichneumonidea,NA,,,2008,2008,Abundance,Individuals/plant,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,7.270140171,kg/ha/yr,No N addition,0,kg/ha/yr,Figure 1a,,0.362879037,LogRR,0.013448158,,,Joe,,
Veromann_et_al_2013,,,2013,,,,,,,58.76694,26.4075,Estonia,,Hymenoptera,Ichneumonidea,NA,,,2008,2008,Abundance,Individuals/plant,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,7.270140171,kg/ha/yr,No N addition,0,kg/ha/yr,Figure 1a,,0.704698941,LogRR,0.009043451,,,Joe,,
Veromann_et_al_2013,,,2013,,,,,,,58.76694,26.4075,Estonia,,Hymenoptera,Ichneumonidea,NA,,,2009,2009,Abundance,Individuals/plant,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,7.270140171,kg/ha/yr,No N addition,0,kg/ha/yr,Figure 1b,,-0.732851753,LogRR,0.033743631,,,Joe,,
Veromann_et_al_2013,,,2013,,,,,,,58.76694,26.4075,Estonia,,Hymenoptera,Ichneumonidea,NA,,,2009,2009,Abundance,Individuals/plant,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,7.270140171,kg/ha/yr,No N addition,0,kg/ha/yr,Figure 1b,,-0.603996615,LogRR,0.038613592,,,Joe,,
Veromann_et_al_2013,,,2013,,,,,,,58.76694,26.4075,Estonia,,Hymenoptera,Ichneumonidea,NA,,,2009,2009,Abundance,Individuals/plant,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,7.270140171,kg/ha/yr,No N addition,0,kg/ha/yr,Figure 1b,,-1.135643392,LogRR,0.044140761,,,Joe,,
Veromann_et_al_2013,,,2013,,,,,,,58.76694,26.4075,Estonia,,Hymenoptera,Ichneumonidea,NA,,,2009,2009,Abundance,Individuals/plant,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,7.270140171,kg/ha/yr,No N addition,0,kg/ha/yr,Figure 1b,,-1.03966198,LogRR,0.036264707,,,Joe,,
Veromann_et_al_2013,,,2013,,,,,,,58.76694,26.4075,Estonia,,Hymenoptera,Ichneumonidea,NA,,,2009,2009,Abundance,Individuals/plant,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,7.270140171,kg/ha/yr,No N addition,0,kg/ha/yr,Figure 1b,,-0.862582975,LogRR,0.042565753,,,Joe,,
Veromann_et_al_2013,,,2013,,,,,,,58.76694,26.4075,Estonia,,Hymenoptera,Ichneumonidea,NA,,,2009,2009,Abundance,Individuals/plant,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,7.270140171,kg/ha/yr,No N addition,0,kg/ha/yr,Figure 1b,,-0.77189844,LogRR,0.061401662,,,Joe,,
Li_et_al_2019,,,2019,,,,,,,29.7,103.233333,China,,Hymenoptera,NA,NA,,,2007,2015,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,21.21485329,kg/ha/yr,No N addition,0,kg/ha/yr,Table 3,,2.085553322,LogRR,0.054546819,,,Joe,,
Li_et_al_2019,,,2019,,,,,,,29.7,103.233333,China,,Hymenoptera,NA,NA,,,2007,2015,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,21.21485329,kg/ha/yr,No N addition,0,kg/ha/yr,Table 3,,-1.785647688,LogRR,0.054546819,,,Joe,,
Li_et_al_2019,,,2019,,,,,,,29.7,103.233333,China,,Hymenoptera,NA,NA,,,2007,2015,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,21.21485329,kg/ha/yr,No N addition,0,kg/ha/yr,Table 3,,-1.785647688,LogRR,0.054546819,,,Joe,,
Li_et_al_2019,,,2019,,,,,,,29.7,103.233333,China,,Hymenoptera,NA,NA,,,2007,2015,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,21.21485329,kg/ha/yr,No N addition,0,kg/ha/yr,Table 2,,0.293793853,LogRR,0.054546819,,,Joe,,
Li_et_al_2019,,,2019,,,,,,,29.7,103.233333,China,,Hymenoptera,NA,NA,,,2007,2015,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,21.21485329,kg/ha/yr,No N addition,0,kg/ha/yr,Table 2,,-2.884259977,LogRR,0.054546819,,,Joe,,
Li_et_al_2019,,,2019,,,,,,,29.7,103.233333,China,,Hymenoptera,NA,NA,,,2007,2015,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,21.21485329,kg/ha/yr,No N addition,0,kg/ha/yr,Table 2,,1.47244885,LogRR,0.054546819,,,Joe,,
De_et_al_2016,,,2016,,,,,,,41.783333,111.883333,China,,Hymenoptera,Formicidae,Formica,,,2006,2013,Abundance,Individuals/m2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,6.814819336,kg/ha/yr,No N addition,0,kg/ha/yr,Figure 1,,-3.388894772,LogRR,1.012237496,,,Joe,,"Datapoints read from Digitizelt; Each study has four treatments. For the scaling factor, a ring of 5cm diameter was used 3 times to collect soil so: 5cm = 0.00196 m2 * 3 times = 0.00588"
Liu_et_al_2021,,,2021,,,,,,,24.37047624,113.0826758,China,,Hymenoptera,Formicidae,NA,,,2013,2015,Abundance,Individuals/m3,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,16.20537567,kg/ha/yr,No N addition,0,kg/ha/yr,Table 1,,1.320351143,LogRR,0.339881618,,,Joe,,
Liu_et_al_2021,,,2021,,,,,,,24.37047624,113.0826758,China,,Hymenoptera,Formicidae,NA,,,2013,2015,Abundance,Individuals/m3,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,16.20537567,kg/ha/yr,No N addition,0,kg/ha/yr,Table 1,,1.068373481,LogRR,0.321627211,,,Joe,,
Mo_et_al_2021,,,2021,,,,,,,23.066667,113.633333,China,,Hymenoptera,Formicidae,Tetramorium,,,2016,2017,Abundance,Total Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,16.20537567,kg/ha/yr,No N addition,0,kg/ha/yr,Table S1,,1.404629703,LogRR,0.168204017,,,Joe,,
Mo_et_al_2021,,,2021,,,,,,,23.066667,113.633333,China,,Hymenoptera,Formicidae,Tetramorium,,,2016,2017,Abundance,Total Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,16.20537567,kg/ha/yr,No N addition,0,kg/ha/yr,Table S1,,0.711482523,LogRR,0.168204017,,,Joe,,
Mo_et_al_2021,,,2021,,,,,,,23.066667,113.633333,China,,Hymenoptera,Formicidae,Strumigenys,,,2016,2017,Abundance,Total Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,16.20537567,kg/ha/yr,No N addition,0,kg/ha/yr,Table S1,,-2.785025039,LogRR,0.168204017,,,Joe,,
